시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
청양군노인종합복지관,충청남도 청양군 청양읍 칠갑산로 2길 4,충청남도 청양군 청양읍 읍내리 188-5,청양군노인종합복지관,,청양군노인종합복지관,결식노인,중식(12:00-13:00),월+화+수+목+금,,,36.4508589,126.8001289,2022-11-30,4590000,충청남도 청양군
열성경로당,충청남도 청양군 정산면 정현길 54,충청남도 청양군 정산면 서정리 163,열성경로당,,열성경로당,결식노인,중식(12:00-13:00),월+화+수+목+금,,,36.41059417,126.9480176,2022-11-30,4590000,충청남도 청양군
광덕복지관,전라남도 담양군 창평면 조현길 12-5,전라남도 담양군 창평면 광덕리 663-1,광덕복지관,061-383-0689,광덕복지관,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2006-01-01,2022-12-31,35.26843388,126.9839603,2022-10-26,4850000,전라남도 담양군
부흥할머니,전라남도 담양군 담양읍 삼거리길 27-15,전라남도 담양군 담양읍 백동리 172-2,부흥할머니(백동2구),061-382-6689,부흥할머니,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.31100018,126.9851103,2022-10-26,4850000,전라남도 담양군
구터경로당,전라남도 담양군 담양읍 구터길 50,전라남도 담양군 담양읍 반룡리 215-1,구터경로당,061-383-6258,구터경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.30194218,126.9850368,2022-10-26,4850000,전라남도 담양군
담주할머니,전라남도 담양군 담양읍 담주3길 20,전라남도 담양군 담양읍 담주리 61,담주할머니,061-383-1632,담주할머니,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.32136156,126.9804719,2022-10-26,4850000,전라남도 담양군
봉산경로당,전라남도 담양군 담양읍 벌뫼길 22,전라남도 담양군 담양읍 만성리 171-1,봉산경로당,061-383-6175,봉산경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.3257271,126.9755883,2022-10-26,4850000,전라남도 담양군
회룡경로당,전라남도 담양군 담양읍 회룡길 25,전라남도 담양군 담양읍 가산리 808-17,회룡경로당,061-383-7649,회룡경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.32705214,126.9416047,2022-10-26,4850000,전라남도 담양군
만성1구경로당,전라남도 담양군 담양읍 완동길 23,전라남도 담양군 담양읍 만성리 110-1,만성1구경로당,061-381-5916,만성1구경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.32522184,126.9796419,2022-10-26,4850000,전라남도 담양군
만복(객사2구),전라남도 담양군 담양읍 객사4길 43-10,전라남도 담양군 담양읍 객사리 211-25,만복(객사2구),,만복(객사2구),65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.32359649,126.9833549,2022-10-26,4850000,전라남도 담양군
송산경로당,전라남도 담양군 봉산면 기곡송산길 65,전라남도 담양군 봉산면 기곡리 167-1,송산경로당,070-4941-7578,송산경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.27525718,126.9774239,2022-10-26,4850000,전라남도 담양군
신평경로당,전라남도 담양군 봉산면 와우신평길 20-4,전라남도 담양군 봉산면 와우리 486-5,신평경로당,,신평경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.25375613,126.9310959,2022-10-26,4850000,전라남도 담양군
가양4종합사회복지관,서울특별시 강서구 양천로57길 37,서울특별시 강서구 가양동 1478,가양4종합사회복지관,02-2668-6689,가양4종합사회복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:00-12:30),월+화+수+목+금+토,1996-01-02,,37.56593157,126.8520708,2023-03-03,3150000,서울특별시 강서구
가양5종합사회복지관,서울특별시 강서구 양천로57길 36,서울특별시 강서구 가양동 1481,가양5종합사회복지관,02-2668-4603,가양5종합사회복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,1992-10-27,,37.5646273830,126.8535195605,2023-03-03,3150000,서울특별시 강서구
가양7종합사회복지관,서울특별시 강서구 허준로 209,서울특별시 강서구 가양동 1486,가양7종합사회복지관,02-2668-8600,가양7종합사회복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:20-12:30),월+화+수+목+금+토,1997-01-31,,37.56173727,126.861591,2023-03-03,3150000,서울특별시 강서구
방화2종합사회복지관,서울특별시 강서구 방화대로48길 40,서울특별시 강서구 방화3동 839,방화2종합사회복지관,02-2662-6661,방화2종합사회복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:15-12:15),월+화+수+목+금+토,1993-11-01,,37.57424491,126.8201677,2023-03-03,3150000,서울특별시 강서구
방화6종합사회복지관,서울특별시 강서구 금낭화로23길 25,서울특별시 강서구 방화3동 816,방화6종합사회복지관,02-2666-6181,방화6종합사회복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:00-12:00),월+화+수+목+금+토,1994-10-01,,37.57813762,126.8112059,2023-03-03,3150000,서울특별시 강서구
방화11종합사회복지관,서울특별시 강서구 개화동로21길 4,서울특별시 강서구 방화동 851,방화11종합사회복지관,02-2661-0670,방화11종합사회복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:00-12:00),월+화+수+목+금+토,1994-06-28,,37.57071896,126.8057278,2023-03-03,3150000,서울특별시 강서구
발산어르신행복센터,서울특별시 강서구 강서로47길 72,서울특별시 강서구 내발산동 686-8,가양5종합사회복지관,02-2663-4603,발산어르신행복센터,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:20-12:20),월+화+수+목+금+토,2004-12-01,,37.5531513987,126.8322620322,2023-03-03,3150000,서울특별시 강서구
소망지역아동센터,경기도 안산시 상록구 구룡로 10(일동) 301호,"경기도 안산시 상록구 일동 91, 301호",소망지역아동센터,031-416-3125,소망지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.31131573,126.8671095,2022-12-12,3930000,경기도 안산시
수암지역아동센터,경기도 안산시 상록구 수암1길 44(수암동),"경기도 안산시 상록구 수암동 488-1, 행복한교회",수암지역아동센터,031-487-5855,수암지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.36234258,126.8806062,2022-12-12,3930000,경기도 안산시
시온성지역아동센터,경기도 안산시 상록구 성호로5길 3(일동),경기도 안산시 상록구 일동 579-5,시온성지역아동센터,031-418-1685,시온성지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3141105,126.8624191,2022-12-12,3930000,경기도 안산시
아가페지역아동센터,"경기도 안산시 상록구 일동로 15, 2층(일동)",경기도 안산시 상록구 일동 121-9,아가페지역아동센터,031-417-8122,아가페지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3107049,126.8687131,2022-12-12,3930000,경기도 안산시
안산반월지역아동센터,경기도 안산시 상록구 남산평길 20(팔곡일동) 2층,경기도 안산시 상록구 팔곡일동 262-7,안산반월지역아동센터,031-438-9998,안산반월지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.30531214,126.9001065,2022-12-12,3930000,경기도 안산시
안산열린교실본오동지역아동센터,경기도 안산시 상록구 본원로 86(본오동) 2층,"경기도 안산시 상록구 본오동 849, 2층",안산열린교실본오동지역아동센터,031-415-1097,안산열린교실본오동지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.29161986,126.8680141,2022-12-12,3930000,경기도 안산시
우리동네지역아동센터,"경기도 안산시 상록구 성호로6길 22-3(일동, 현대쉐르빌) 1층","경기도 안산시 상록구 일동 576-4, 1층",우리동네지역아동센터,070-8810-1225,우리동네지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.31553207,126.8637469,2022-12-12,3930000,경기도 안산시
월피맑은샘지역아동센터,경기도 안산시 상록구 충장로 659(월피동) 3층,"경기도 안산시 상록구 월피동 469-7, 3층 복음제일교회",월피맑은샘지역아동센터,031-414-2209,월피맑은샘지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3361188,126.8549107,2022-12-12,3930000,경기도 안산시
제일행복한지역아동센터,경기도 안산시 상록구 충장로 602(월피동) 2층,"경기도 안산시 상록구 월피동 436-14, 2층",제일행복한지역아동센터,031-485-3827,제일행복한지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3314175,126.8520219,2022-12-12,3930000,경기도 안산시
징검다리지역아동센터,경기도 안산시 상록구 석호로 383(본오동) 2층,"경기도 안산시 상록구 본오동 777-15, 2층",징검다리지역아동센터,031-417-6509,징검다리지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.2933175,126.8733186,2022-12-12,3930000,경기도 안산시
서울시립강서노인종합복지관,서울특별시 강서구 화곡로61길 85,서울특별시 강서구 등촌동 661-4,서울시립강서노인종합복지관,02-3664-0322,서울시립강서노인종합복지관,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:30-13:00),월+화+수+목+금+토,1999-09-01,,37.55812319,126.8475501,2023-03-03,3150000,서울특별시 강서구
강서구립봉제산어르신복지센터,서울특별시 강서구 초록마을로15길 12,서울특별시 강서구 화곡동 산41-16,강서구립봉제산어르신복지센터,02-2605-1553,강서구립봉제산어르신복지센터,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,2011-01-26,,37.54152453,126.8514084,2023-03-03,3150000,서울특별시 강서구
강서구립곰달래어르신복지센터,서울특별시 강서구 강서로5길 50,서울특별시 강서구 화곡동 890,강서구립곰달래어르신복지센터,02-2699-8264,강서구립곰달래어르신복지센터,기초생활수급자 등 결식 우려가 있는 60세 이상 저소득 어르신,중식(11:30-13:00),월+화+수+목+금+토,2013-08-12,,37.5290599728,126.8488981783,2023-03-03,3150000,서울특별시 강서구
더불어락노인복지관,광주광역시 광산구 목련로 156,,더불어락노인복지관,062-959-9004,더불어락노인복지관 경로식당,만60세 이상 기초생활수급자+차상위+일반회원(실비),중식(11:30~12:30),월+화+수+목+금(토요일 경로식당 미운영으로 대체식 지급/ 법정 공휴일제외),2023-01-01,2023-12-31,35.17144137,126.8159402,2023-03-07,3630000,광주광역시 광산구
행복나루노인복지관,광주광역시 광산구 송정로52번길 20,,행복나루노인복지관,062-942-3663,행복나루노인복지관 경로식당,만60세 이상 기초생활수급자+차상위+일반회원(실비),중식(11:30~12:30),월+화+수+목+금(토요일 경로식당 미운영으로 대체식 지급/ 법정 공휴일제외),2023-01-01,2023-12-31,35.13485872,126.7951500208,2023-03-07,3630000,광주광역시 광산구
하남종합사회복지관,광주광역시 광산구 월곡산정로 12,,하남종합사회복지관,062-951-0701,하남종합사회복지관 경로식당,만60세 이상 기초생활수급자+차상위+일반회원(실비),중식(11:30~12:30),월+화+수+목+금(토요일 경로식당 미운영으로 대체식 지급/ 법정 공휴일제외),2023-01-01,2023-12-31,35.16631715,126.8038702,2023-03-07,3630000,광주광역시 광산구
송광종합사회복지관,광주광역시 광산구 우산로 17,,송광종합사회복지관,062-941-8248,송광종합사회복지관 경로식당,만60세 이상 기초생활수급자+차상위+일반회원(실비),중식(11:30~12:30),월+화+수+목+금(토요일 경로식당 미운영으로 대체식 지급/ 법정 공휴일제외),2023-01-01,2023-12-31,35.15982377,126.8041467,2023-03-07,3630000,광주광역시 광산구
행복드림종합사회복지관,광주광역시 광산구 용아로379번길 25-2,,행복드림종합사회복지관,062-962-9132,행복드림종합사회복지관 경로식당,만60세 이상 기초생활수급자+차상위+일반회원(실비),중식(11:30~12:30),월+화+수+목+금(토요일 경로식당 미운영으로 대체식 지급/ 법정 공휴일제외),2023-01-01,2023-12-31,35.17551176,126.8031791,2023-03-07,3630000,광주광역시 광산구
남해읍경로식당,경상남도 남해군 남해읍 망운로 44,경상남도 남해군 남해읍 아산리 349,남해읍경로식당,055-864-5828,노인복지관,만60세 이상 저소득 어르신,중식(11:40-12:40),월+화+수+목+금,2023-01-01,2023-12-31,34.83826961,127.8896725,2023-03-07,5430000,경상남도 남해군
이동면경로식당,경상남도 남해군 이동면 무림로68번길 10,경상남도 남해군 이동면 무림리 1043,이동면경로식당,055-863-0335,이동면종합복지회관,만60세 이상 저소득 어르신,중식(11:40-12:40),월+수+금,2023-01-01,2023-12-31,34.79955552,127.9528005,2023-03-07,5430000,경상남도 남해군
상주면경로식당,경상남도 남해군 상주면 남해대로701번길 2,경상남도 남해군 상주면 상주리 1059-1,상주면경로식당,055-862-6051,상주면복지회관,만60세 이상 저소득 어르신,중식(11:40-12:40),화+목,2023-01-01,2023-12-31,34.72375537,127.9859345,2023-03-07,5430000,경상남도 남해군
